DAIRA,COMMUNE,FORET,LONGITUDE,LATITUDE,DATE_DECL,HEURE_DECL,DATE_INT,HEURE_INT,DATE_EXT,HEURE_EXT,ESSENCE,TOT_FORET,TOT_MAQUIS,TOT_BROUSSAILLES,SURF_TOTAL,CAUSE,SIGNALE,ORGANISMES,DEGATS,DECL_YEAR,DECL_MONTH,DECL_DAY,INT_YEAR,INT_MONTH,INT_DAY,EXT_YEAR,EXT_MONTH,EXT_DAY,DECL_HOUR,INT_HOUR,EXT_HOUR,METEO_TEMP,METEO_VENTE_VITESSE,METEO_VENTE_DIRECTION,LOCATION_NAME
BOUCHEGOUF,BOUCHEGOUF,SERIE 12 BOUTAHINE,,,2018-09-15 00:00:00,1899-12-31 14:15:00,2018-09-15 00:00:00,1899-12-31 14:28:00,2018-09-15 00:00:00,1899-12-31 15:45:00,MAQ,0,0.04,0,0.04,INC,BM,SF+PC,8000,2018,9,15,2018,9,15,2018,9,15,14,14,15,25.2,4.25,SO+E,
OUED ZENATI,BORDJ SABAT,DOUAR OULED SASSI,,,2019-06-14 00:00:00,1899-12-31 02:15:00,2019-06-14 00:00:00,1899-12-31 02:30:00,2019-06-14 00:00:00,1899-12-31 04:30:00,BRS,0,0,30,30,INC,BM,SF+PC+DW+EAPC+EMPS+VOL+POP,6000000,2019,6,14,2019,6,14,2019,6,14,2,2,4,26.77,9.52,S,
HAMMAM DEBAGH,ROKNIA,DJ DEBAGH,,,2019-06-14 00:00:00,1899-12-31 11:45:00,2019-06-14 00:00:00,1899-12-31 11:45:00,2019-06-14 00:00:00,1899-12-31 13:00:00,MAQ+BRS,0,0.5,0.5,1,INC,BM,SF+PC,200000,2019,6,14,2019,6,14,2019,6,14,11,11,13,26.77,9.52,S,
HAMMAM DEBAGH,BOUHAMDANE,DJ FALA,,,2019-06-19 00:00:00,1899-12-31 11:17:00,2019-06-19 00:00:00,1899-12-31 11:42:00,2019-06-19 00:00:00,1899-12-31 17:53:00,CL,8,0,0,8,INC,DW,SF+PC+DW+EMPS+EAPC+POP,3200000,2019,6,19,2019,6,19,2019,6,19,11,11,17,26.98,7.53,SO+N,
OUED ZENATI,BORDJ SABAT,KARIAT RAS LAEIOUN,,,2019-07-01 00:00:00,1899-12-31 14:57:00,2019-07-01 00:00:00,1899-12-31 14:57:00,2019-07-01 00:00:00,1899-12-31 15:25:00,MAQ,0.25,0,0,0.25,INC,BM,SF+PC,100000,2019,7,1,2019,7,1,2019,7,1,14,14,15,27.44,6.2,NE+SO,
HAMMAM DEBAGH,BOUHAMDANE,DJ BOUARBID,,,2019-07-06 00:00:00,1899-12-31 15:30:00,2019-07-06 00:00:00,1899-12-31 15:30:00,2019-07-08 00:00:00,1899-12-31 09:00:00,CL+CZ+MAQ,38,32,0,70,INC,BM,SF+PC+DW+EAPC+ANP+POP+SN+VOL,21600000,2019,7,6,2019,7,6,2019,7,8,15,15,9,31.97,7.88,NO+SO,
HAMMAM DEBAGH,BOUHAMDANE,MERMOURA,,,2019-07-08 00:00:00,1899-12-31 14:30:00,2019-07-08 00:00:00,1899-12-31 14:30:00,2019-07-08 00:00:00,1899-12-31 17:40:00,CL,8,0,0,8,INC,BM,SF+PC+DW+EMPS,3200000,2019,7,8,2019,7,8,2019,7,8,14,14,17,32.42,7.92,S+SO,
HAMMAM DEBAGH,HAMMAM DEBAGH,DJ BOUGRÉNISSA,,,2019-07-10 00:00:00,1899-12-31 10:48:00,2019-07-10 00:00:00,1899-12-31 10:48:00,2019-07-10 00:00:00,1899-12-31 15:00:00,MAQ,0,1,0,1,INC,BM,SF+PC,200000,2019,7,10,2019,7,10,2019,7,10,10,10,15,25.76,7.02,N,
GUELMA,BENDJERRAH,MACHTET BENRABAANE,,,2019-07-14 00:00:00,1899-12-31 10:45:00,2019-07-14 00:00:00,1899-12-31 10:45:00,2019-07-14 00:00:00,1899-12-31 19:56:00,CL,2,0,0,2,INC,PV,SF+PC+DW,800000,2019,7,14,2019,7,14,2019,7,14,10,10,19,28.61,7.42,N,
HAMMAM DEBAGH,HAMMAM DEBAGH,BOUROUISNE,,,2019-07-24 00:00:00,1899-12-31 14:10:00,2019-07-24 00:00:00,1899-12-31 14:10:00,2019-07-24 00:00:00,1899-12-31 15:50:00,MAQ,0,2.5,0,2.5,INC,PV,SF+PC+EMPS,500000,2019,7,24,2019,7,24,2019,7,24,14,14,15,29.48,6.96,NE+SO,
AIN MAKHLOUF,AIN LARBI,MACHTET TABEGA ET KEF SEBIHI,,,2019-07-24 00:00:00,1899-12-31 16:50:00,2019-07-24 00:00:00,1899-12-31 16:50:00,2019-07-25 00:00:00,1899-12-31 04:35:00,BRS,0,0,220,220,INC,BM,SF+PC+EAPC+DW+POP+VOL+EMPS,44000000,2019,7,24,2019,7,24,2019,7,25,16,16,4,29.48,6.96,NE+SO,
HAMMAM N'BAIL,HAMMAM N'BAILS,HOUZ EL HIMRE,,,2019-07-26 00:00:00,1899-12-31 11:40:00,2019-07-26 00:00:00,1899-12-31 11:40:00,2019-07-26 00:00:00,1899-12-31 16:30:00,CV,5,5,5,15,INC,PV,SF+PC+DW+EMPS+EAPC+POP,4000000,2019,7,26,2019,7,26,2019,7,26,11,11,16,31.22,8.89,SO,
HAMMAM DEBAGH,HAMMAM DEBAGH,DJ BOUGRÉNISSA,,,2019-07-26 00:00:00,1899-12-31 13:15:00,2019-07-26 00:00:00,1899-12-31 13:15:00,2019-07-26 00:00:00,1899-12-31 15:30:00,BRS,0,0,2,2,INC,PV,SF+PC,400000,2019,7,26,2019,7,26,2019,7,26,13,13,15,31.22,8.89,SO,
GUELAAT BOU SBAA,NECHMAYA,KEF BIR HEDDAD,,,2019-07-26 00:00:00,1899-12-31 13:45:00,2019-07-26 00:00:00,1899-12-31 13:45:00,2019-07-26 00:00:00,1899-12-31 16:05:00,BRS,0,0,0.45,0.45,INC,BM,SF+PC+DW,90000,2019,7,26,2019,7,26,2019,7,26,13,13,16,31.22,8.89,SO,
BOUCHEGOUF,OUED FRAGHA,FEDDANE,,,2019-07-27 00:00:00,1899-12-31 13:20:00,2019-07-27 00:00:00,1899-12-31 13:20:00,2019-07-27 00:00:00,1899-12-31 15:00:00,MAQ+BRS,0,0.5,0.5,1,INC,BM,SF+PC,200000,2019,7,27,2019,7,27,2019,7,27,13,13,15,28.36,7.15,NE+O,
HAMMAM N'BAIL,OUED CHEHAM,MACHTET LEGULALA,,,2019-07-27 00:00:00,1899-12-31 16:20:00,2019-07-27 00:00:00,1899-12-31 16:20:00,2019-07-27 00:00:00,1899-12-31 19:30:00,CL,2,0,8,10,INC,BM,SF+PC+DW+EMPS+EAPC,2400000,2019,7,27,2019,7,27,2019,7,27,16,16,19,28.36,7.15,NE+O,
BOUCHEGOUF,OUED FRAGHA,FEDDANE,,,2019-07-30 00:00:00,1899-12-31 13:00:00,2019-07-30 00:00:00,1899-12-31 13:00:00,2019-07-30 00:00:00,1899-12-31 16:45:00,BRS,0,0,7,7,INC,BM,SF+PC+DW+EMPS,1400000,2019,7,30,2019,7,30,2019,7,30,13,13,16,27.88,6.36,NE,
HAMMAM DEBAGH,ROKNIA,MACHTET MAATELIA,,,2019-08-01 00:00:00,1899-12-31 15:00:00,2019-08-01 00:00:00,1899-12-31 15:00:00,2019-08-01 00:00:00,1899-12-31 23:25:00,MAQ,0,20,0,20,INC,BM,SF+PC+DW+EMPS+POP,4000000,2019,8,1,2019,8,1,2019,8,1,15,15,23,33.88,7.02,SO,
GUELAAT BOU SBAA,NECHMAYA,OULED BOUAZIZ,,,2019-08-02 00:00:00,1899-12-31 14:45:00,2019-08-02 00:00:00,1899-12-31 14:45:00,2019-08-02 00:00:00,1899-12-31 17:30:00,CL,3,0,0,3,INC,PV,SF+PC+DW,1200000,2019,8,2,2019,8,2,2019,8,2,14,14,17,33.5,8.77,SO+N,
OUED ZENATI,AIN REGADA,DJ ARBIA,,,2019-08-02 00:00:00,1899-12-31 17:37:00,2019-08-02 00:00:00,1899-12-31 17:37:00,2019-08-02 00:00:00,1899-12-31 18:25:00,BRS,0,0,5,5,INC,BM,SF+PC+EMPS+DW,1000000,2019,8,2,2019,8,2,2019,8,2,17,17,18,33.5,8.77,SO+N,
GUELAAT BOU SBAA,NECHMAYA,FEDJ CHAIR,,,2019-08-03 00:00:00,1899-12-31 12:10:00,2019-08-03 00:00:00,1899-12-31 12:10:00,2019-08-03 00:00:00,1899-12-31 13:30:00,BRS,0,0,1,1,INC,BM,SF+PC,200000,2019,8,3,2019,8,3,2019,8,3,12,12,13,29.28,5.95,NE,
OUED ZENATI,BORDJ SABAT,KECHROUDA,,,2019-08-03 00:00:00,1899-12-31 11:30:00,2019-08-03 00:00:00,1899-12-31 11:30:00,2019-08-03 00:00:00,1899-12-31 12:50:00,BRS,0,0,1.5,1.5,INC,BM,SF+PC,300000,2019,8,3,2019,8,3,2019,8,3,11,11,12,29.28,5.95,NE,
GUELAAT BOU SBAA,NECHMAYA,BOUGHABROUBA,,,2019-08-07 00:00:00,1899-12-31 11:30:00,2019-08-07 00:00:00,1899-12-31 11:30:00,2019-08-08 00:00:00,1899-12-31 08:00:00,MAQ,0,150,0,150,INC,BM,SF+PC+DW+EMPS+EAPC+POP+VOL+COMR+ANP,30000000,2019,8,7,2019,8,7,2019,8,8,11,11,8,35.69,10.47,SO,
HELIOPOLIS,BOUATI MAHMOUD,LAOUAOUNIA,,,2019-08-07 00:00:00,1899-12-31 12:12:00,2019-08-07 00:00:00,1899-12-31 12:12:00,2019-08-07 00:00:00,1899-12-31 20:00:00,CL,35,0,0,35,INC,PV,SF+PC+DW+EMPS+EAPC+POP+VOL+COMR,14000000,2019,8,7,2019,8,7,2019,8,7,12,12,20,35.69,10.47,SO,
BOUCHEGOUF,AIN BEN BEIDA,ZAALANIA,,,2019-08-07 00:00:00,1899-12-31 12:12:00,2019-08-07 00:00:00,1899-12-31 12:12:00,2019-08-07 00:00:00,1899-12-31 17:00:00,BRS,0,0,8,8,INC,BM,SF+PC+DW+EMPS+EAPC,1600000,2019,8,7,2019,8,7,2019,8,7,12,12,17,35.69,10.47,SO,
HAMMAM DEBAGH,ROKNIA,MEZIAD,,,2019-08-07 00:00:00,1899-12-31 14:23:00,2019-08-07 00:00:00,1899-12-31 14:23:00,2019-08-08 00:00:00,1899-12-31 08:50:00,CL+MAQ,30,40,0,70,INC,PV,SF+PC+DW+EAPC+POP+EMPS+ANP+VOL+SN+COMR,20000000,2019,8,7,2019,8,7,2019,8,8,14,14,8,35.69,10.47,SO,
BOUCHEGOUF,MEDJEZ SFA,BENI SALAH,,,2019-08-11 00:00:00,1899-12-31 11:45:00,2019-08-11 00:00:00,1899-12-31 11:45:00,2019-08-12 00:00:00,1899-12-31 16:00:00,CL+EUC,110,0,0,110,INC,BM,SF+PC+DW+EAPC+POP+EMPS+ANP+VOL+SN+COMR,44000000,2019,8,11,2019,8,11,2019,8,12,11,11,16,32.9,6.7,SO+NE,
HAMMAM DEBAGH,ROKNIA,DJ BOUASLOUDJ,,,2019-08-16 00:00:00,1899-12-31 13:35:00,2019-08-16 00:00:00,1899-12-31 13:35:00,2019-08-16 00:00:00,1899-12-31 16:30:00,CL,0.5,0,0,0.5,INC,EMPS,SF+PC,200000,2019,8,16,2019,8,16,2019,8,16,13,13,16,25.94,6.22,NE,
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,,,2019-08-17 00:00:00,1899-12-31 12:25:00,2019-08-17 00:00:00,1899-12-31 12:25:00,2019-08-17 00:00:00,1899-12-31 18:00:00,CL,196,24.75,57.8,278.55,INC,PV,SF+PC+DW+EAPC+POP+EMPS+ANP+VOL+SN+COMR,94910000,2019,8,17,2019,8,17,2019,8,17,12,12,18,28.06,5.71,NE+S,
BOUCHEGOUF,MEDJEZ SFA,OUED GHANEM,,,2019-08-17 00:00:00,1899-12-31 13:20:00,2019-08-17 00:00:00,1899-12-31 13:20:00,2019-08-17 00:00:00,1899-12-31 19:11:00,BRS,0,0,21,21,INC,BM,SF+PC+POP+DW+EMPS+EAPC,4200000,2019,8,17,2019,8,17,2019,8,17,13,13,19,28.06,5.71,NE+S,
HAMMAM N'BAIL,OUED CHEHAM,EL BOURMA,,,2019-08-17 00:00:00,1899-12-31 13:15:00,2019-08-17 00:00:00,1899-12-31 13:15:00,2019-08-18 00:00:00,1899-12-31 16:40:00,BRS,0,0,2.5,2.5,INC,BM,SF+PC+DW,500000,2019,8,17,2019,8,17,2019,8,18,13,13,16,28.06,5.71,NE+S,
HAMMAM DEBAGH,ROKNIA,DJ BOUARBID,,,2019-08-18 00:00:00,1899-12-31 15:00:00,2019-08-18 00:00:00,1899-12-31 15:00:00,2019-08-18 00:00:00,1899-12-31 22:00:00,CZ,0.5,0,0,0.5,INC,BM,SF+PC,200000,2019,8,18,2019,8,18,2019,8,18,15,15,22,30.13,6.67,SO,
OUED ZENATI,OUED ZENATI,DJ ARBIA,,,2019-08-30 00:00:00,1899-12-31 13:00:00,2019-08-30 00:00:00,1899-12-31 13:00:00,2019-08-30 00:00:00,1899-12-31 15:40:00,PA,0.25,0,0.75,1,INC,BM,SF+PC,250000,2019,8,30,2019,8,30,2019,8,30,13,13,15,24.45,6.29,N,
KHEZARA,KHEZARAS,METOUIA,,,2020-06-22 00:00:00,1899-12-31 11:50:00,2020-06-22 00:00:00,1899-12-31 13:20:00,2020-06-22 00:00:00,1899-12-31 15:30:00,MAQ,0,5,5,10,INC,PC,SF+PC+POP,2000000,2020,6,22,2020,6,22,2020,6,22,11,13,15,22.76,10.32,NO,
GUELMA,BENDJERRAH,MAHOUNA,,,2020-06-24 00:00:00,1899-12-31 11:30:00,2020-06-24 00:00:00,1899-12-31 12:40:00,2020-06-24 00:00:00,1899-12-31 18:50:00,MAQ,0,10,0,10,INC,PV,SF+PC,2000000,2020,6,24,2020,6,24,2020,6,24,11,12,18,28.26,7.08,SO,
HAMMAM DEBAGH,BOUHAMDANE,MERMOURA,,,2020-06-25 00:00:00,1899-12-31 11:25:00,2020-06-25 00:00:00,1899-12-31 11:25:00,2020-06-25 00:00:00,1899-12-31 13:00:00,BRS,0,0,0.5,0.5,INC,BM,SF+PC+EMPS,100000,2020,6,25,2020,6,25,2020,6,25,11,11,13,30.01,7.17,SO,
AIN MAKHLOUF,AIN LARBI,KEF SEBIHI,,,2020-06-30 00:00:00,1899-12-31 14:30:00,2020-06-30 00:00:00,1899-12-31 15:00:00,2020-07-01 00:00:00,1899-12-31 21:00:00,CL+MAQ,10,30,0,40,INC,BM,SF+PC+DW+EAPC,10000000,2020,6,30,2020,6,30,2020,7,1,14,15,21,28.38,6.37,NE,
OUED ZENATI,OUED ZENATI,AIN CHEKA,,,2020-07-01 00:00:00,1899-12-31 14:00:00,2020-07-01 00:00:00,1899-12-31 14:30:00,2020-07-01 00:00:00,1899-12-31 20:30:00,PA,5,0,0,5,INC,BM,SF+PC+EMPS,2000000,2020,7,1,2020,7,1,2020,7,1,14,14,20,31.31,8.29,SO+N,
HAMMAM DEBAGH,BOUHAMDANE,VILLAGE RAGOUBA,,,2020-07-09 00:00:00,1899-12-31 13:25:00,2020-07-09 00:00:00,1899-12-31 13:25:00,2020-07-09 00:00:00,1899-12-31 18:35:00,PA,10,0,0,10,INC,BM,SF+PC+DW+EAPC,4000000,2020,7,9,2020,7,9,2020,7,9,13,13,18,25.87,6.43,NE,
HAMMAM N'BAIL,OUED CHEHAM,BEKARIA,,,2020-07-19 00:00:00,1899-12-31 16:02:00,2020-07-19 00:00:00,1899-12-31 16:45:00,2020-07-19 00:00:00,1899-12-31 18:10:00,MAQ,0,1,0,1,INC,BM,SF+PC,200000,2020,7,19,2020,7,19,2020,7,19,16,16,18,23.95,6.01,SO+N,
HELIOPOLIS,EL FEDJOUDJ,AIN RIHANA,,,2020-07-22 00:00:00,1899-12-31 12:15:00,2020-07-22 00:00:00,1899-12-31 12:30:00,2020-07-22 00:00:00,1899-12-31 16:35:00,BRS,0,0,3,3,INC,BM,SF+PC,600000,2020,7,22,2020,7,22,2020,7,22,12,12,16,29.05,6.84,NE+SO,
OUED ZENATI,BORDJ SABAT,MOUBIA,,,2020-07-22 00:00:00,1899-12-31 13:05:00,2020-07-22 00:00:00,1899-12-31 13:20:00,2020-07-22 00:00:00,1899-12-31 18:00:00,CL,20,0,0,20,INC,BM,SF+PC,8000000,2020,7,22,2020,7,22,2020,7,22,13,13,18,29.05,6.84,NE+SO,
HAMMAM DEBAGH,ROKNIA,GUENDOULA,,,2020-07-24 00:00:00,1899-12-31 12:45:00,2020-07-24 00:00:00,1899-12-31 13:00:00,2020-07-24 00:00:00,1899-12-31 15:30:00,MAQ+BRS,0,1.5,1.5,3,INC,BM,SF+PC,600000,2020,7,24,2020,7,24,2020,7,24,12,13,15,26.95,6.49,N,
HELIOPOLIS,EL FEDJOUDJ,MECHTET LAAGARB,,,2020-07-24 00:00:00,1899-12-31 14:50:00,2020-07-24 00:00:00,1899-12-31 15:00:00,2020-07-24 00:00:00,1899-12-31 16:25:00,MAQ,0,1,0,1,INC,BM,SF+PC,200000,2020,7,24,2020,7,24,2020,7,24,14,15,16,26.95,6.49,N,
GUELMA,BENDJERRAH,MAHOUNA,,,2020-07-25 00:00:00,1899-12-31 17:50:00,2020-07-25 00:00:00,1899-12-31 18:00:00,2020-07-28 00:00:00,1899-12-31 15:20:00,CL+CZ,40,0,0,40,INC,PV,SF+PC+DW+EMPS+EAPC,16000000,2020,7,25,2020,7,25,2020,7,28,17,18,15,28.28,5.2,NE,
HAMMAM N'BAIL,HAMMAM N'BAILS,HOUZ EL HIMRE,,,2020-07-27 00:00:00,1899-12-31 11:15:00,2020-07-27 00:00:00,1899-12-31 11:30:00,2020-07-27 00:00:00,1899-12-31 14:20:00,CV,3,0,0,3,INC,BM,SF+PC,1200000,2020,7,27,2020,7,27,2020,7,27,11,11,14,31.91,7.53,SO+NE,
HAMMAM N'BAIL,OUED CHEHAM,OUED GHANEM,,,2020-07-27 00:00:00,1899-12-31 17:35:00,2020-07-27 00:00:00,1899-12-31 17:50:00,2020-07-28 00:00:00,1899-12-31 13:50:00,CL,3,0,0,3,INC,BM,SF+PC,1200000,2020,7,27,2020,7,27,2020,7,28,17,17,13,31.91,7.53,SO+NE,
BOUCHEGOUF,AIN BEN BEIDA,SIDI ALI EL AARIAN,,,2020-07-28 00:00:00,1899-12-31 12:15:00,2020-07-28 00:00:00,1899-12-31 12:25:00,2020-07-28 00:00:00,1899-12-31 19:50:00,BRS,0,0,3,4,INC,BM,SF+PC,800000,2020,7,28,2020,7,28,2020,7,28,12,12,19,31.79,6.8,NE+SO,
HELIOPOLIS,EL FEDJOUDJ,LEGOUGHLA,,,2020-07-29 00:00:00,1899-12-31 14:45:00,2020-07-29 00:00:00,1899-12-31 14:55:00,2020-07-29 00:00:00,1899-12-31 19:00:00,CL,3,0,1,4,INC,BM,SF+PC,1400000,2020,7,29,2020,7,29,2020,7,29,14,14,19,31.65,6.87,SO+E,
GUELAAT BOU SBAA,NECHMAYA,MENCHAR,,,2020-07-30 00:00:00,1899-12-31 11:45:00,2020-07-30 00:00:00,1899-12-31 11:55:00,2020-07-30 00:00:00,1899-12-31 16:00:00,MAQ,0,4,0,4,INC,BM,SF+PC,800000,2020,7,30,2020,7,30,2020,7,30,11,11,16,32.32,7.74,SO+NE,
HELIOPOLIS,EL FEDJOUDJ,KARBOUSA,,,2020-07-30 00:00:00,1899-12-31 12:10:00,2020-07-30 00:00:00,1899-12-31 12:20:00,2020-07-30 00:00:00,1899-12-31 18:30:00,MAQ,0,1,0,1,INC,BM,SF+PC,200000,2020,7,30,2020,7,30,2020,7,30,12,12,18,32.32,7.74,SO+NE,
BOUCHEGOUF,MEDJEZ SFA,AIN TAHMAMINE,,,2020-07-30 00:00:00,1899-12-31 16:20:00,2020-07-30 00:00:00,1899-12-31 16:30:00,2020-07-30 00:00:00,1899-12-31 19:45:00,CL,3,0,0,3,INC,BM,SF+PC+DW+VOL,1200000,2020,7,30,2020,7,30,2020,7,30,16,16,19,32.32,7.74,SO+NE,
BOUCHEGOUF,MEDJEZ SFA,LEGREIN,,,2020-07-30 00:00:00,1899-12-31 17:20:00,2020-07-30 00:00:00,1899-12-31 17:30:00,2020-07-30 00:00:00,1899-12-31 18:45:00,MAQ,0,4,0,4,INC,BM,SF+PC+EAPC+VOL,800000,2020,7,30,2020,7,30,2020,7,30,17,17,18,32.32,7.74,SO+NE,
OUED ZENATI,BORDJ SABAT,MOUBIA,,,2020-07-30 00:00:00,1899-12-31 15:00:00,2020-07-30 00:00:00,1899-12-31 15:10:00,2020-08-01 00:00:00,1899-12-31 08:30:00,CL+MAQ,30,50,0,80,INC,BM,SF+EMPS,22000000,2020,7,30,2020,7,30,2020,8,1,15,15,8,32.32,7.74,SO+NE,
BOUCHEGOUF,MEDJEZ SFA,BENI SALAH,,,2020-07-31 00:00:00,1899-12-31 11:05:00,2020-07-31 00:00:00,1899-12-31 11:15:00,2020-08-01 00:00:00,1899-12-31 07:30:00,CL,7,8,0,15,INC,BM,SF+PC,4400000,2020,7,31,2020,7,31,2020,8,1,11,11,7,33.31,7.9,SO,
BOUCHEGOUF,MEDJEZ SFA,BENI SALAH,,,2020-08-01 00:00:00,1899-12-31 11:05:00,2020-08-01 00:00:00,1899-12-31 11:15:00,2020-08-01 00:00:00,1899-12-31 18:40:00,MAQ,0,1.5,0,1.5,INC,BM,SF+EMPS,300000,2020,8,1,2020,8,1,2020,8,1,11,11,18,31.3,7.92,SO+N,
HAMMAM DEBAGH,BOUHAMDANE,BENI AHMED,,,2020-08-02 00:00:00,1899-12-31 10:30:00,2020-08-02 00:00:00,1899-12-31 10:40:00,2020-08-03 00:00:00,1899-12-31 07:30:00,CL,50,0,0,50,INC,BM,SF+PC,20000000,2020,8,2,2020,8,2,2020,8,3,10,10,7,31.03,6.97,SO+N,
HELIOPOLIS,BOUATI MAHMOUD,MENCHAR,,,2020-08-02 00:00:00,1899-12-31 17:00:00,2020-08-02 00:00:00,1899-12-31 17:10:00,2020-08-02 00:00:00,1899-12-31 18:40:00,CL,1,0,0,1,INC,BM,SF+PC,400000,2020,8,2,2020,8,2,2020,8,2,17,17,18,31.03,6.97,SO+N,
HAMMAM N'BAIL,OUED CHEHAM,BEKARIA,,,2020-08-06 00:00:00,1899-12-31 13:07:00,2020-08-06 00:00:00,1899-12-31 13:20:00,2020-08-06 00:00:00,1899-12-31 16:50:00,MAQ,0,1,0,1,INC,BM,SF+EMPS,200000,2020,8,6,2020,8,6,2020,8,6,13,13,16,24.21,7.12,N,
BOUCHEGOUF,MEDJEZ SFA,BOUTADJINE,,,2020-08-07 00:00:00,1899-12-31 12:26:00,2020-08-07 00:00:00,1899-12-31 12:40:00,2020-08-08 00:00:00,1899-12-31 10:50:00,CL,0.7,0,0,0.7,INC,BM,SF+PC,280000,2020,8,7,2020,8,7,2020,8,8,12,12,10,24.75,6.8,N,
HAMMAM DEBAGH,ROKNIA,GUENDOULA,,,2020-08-10 00:00:00,1899-12-31 11:11:00,2020-08-10 00:00:00,1899-12-31 11:30:00,2020-08-10 00:00:00,1899-12-31 16:00:00,CL,3,0,0,3,INC,BM,SF+EMPS,1200000,2020,8,10,2020,8,10,2020,8,10,11,11,16,27.15,6.49,NE+SO,
HAMMAM DEBAGH,ROKNIA,KARBOUSA,,,2020-08-10 00:00:00,1899-12-31 14:39:00,2020-08-10 00:00:00,1899-12-31 14:50:00,2020-08-10 00:00:00,1899-12-31 18:30:00,BRS,0,0,2,2,INC,PV,SF+PC,400000,2020,8,10,2020,8,10,2020,8,10,14,14,18,27.15,6.49,NE+SO,
HAMMAM DEBAGH,ROKNIA,OUED EL MEDJNOUNA,,,2020-08-11 00:00:00,1899-12-31 12:30:00,2020-08-11 00:00:00,1899-12-31 12:40:00,2020-08-11 00:00:00,1899-12-31 18:15:00,PA,10,0,0,10,INC,PV,SF+EMPS,4000000,2020,8,11,2020,8,11,2020,8,11,12,12,18,30.64,6.67,SO,
HAMMAM DEBAGH,ROKNIA,BERIMA,,,2020-08-11 00:00:00,1899-12-31 14:00:00,2020-08-11 00:00:00,1899-12-31 14:15:00,2020-08-11 00:00:00,1899-12-31 20:00:00,CL+BRS,15,0,35,50,INC,BM,SF+PC,13000000,2020,8,11,2020,8,11,2020,8,11,14,14,20,30.64,6.67,SO,
BOUCHEGOUF,BOUCHEGOUF,EL MERIDJ,,,2020-08-12 00:00:00,1899-12-31 14:00:00,2020-08-12 00:00:00,1899-12-31 14:15:00,2020-08-12 00:00:00,1899-12-31 15:05:00,CL,0.3,0,0,0.3,INC,BM,SF+PC,120000,2020,8,12,2020,8,12,2020,8,12,14,14,15,31.91,10.13,SO+N,
BOUCHEGOUF,BOUCHEGOUF,GUEFAZA,,,2020-08-12 00:00:00,1899-12-31 16:55:00,2020-08-12 00:00:00,1899-12-31 17:00:00,2020-08-12 00:00:00,1899-12-31 19:30:00,BRS,0,0,1,1,INC,BM,SF+PC+EAPC,200000,2020,8,12,2020,8,12,2020,8,12,16,17,19,31.91,10.13,SO+N,
HELIOPOLIS,HELIOPOLIS,HOUARA,,,2020-08-12 00:00:00,1899-12-31 12:50:00,2020-08-12 00:00:00,1899-12-31 13:00:00,2020-08-12 00:00:00,1899-12-31 18:50:00,EUC,2,0,0,2,INC,BM,SF+PC,800000,2020,8,12,2020,8,12,2020,8,12,12,13,18,31.91,10.13,SO+N,
BOUCHEGOUF,MEDJEZ SFA,LEGREIN,,,2020-08-13 00:00:00,1899-12-31 13:00:00,2020-08-13 00:00:00,1899-12-31 13:10:00,2020-08-13 00:00:00,1899-12-31 17:00:00,BRS,0,0,0.1,0.1,INC,BM,SF+PC,20000,2020,8,13,2020,8,13,2020,8,13,13,13,17,33.06,8.35,SO,
HAMMAM N'BAIL,HAMMAM N'BAILS,HOUZ EL HIMRE,,,2020-08-14 00:00:00,1899-12-31 10:49:00,2020-08-14 00:00:00,1899-12-31 11:00:00,2020-08-14 00:00:00,1899-12-31 14:35:00,MAQ,0,3,0,3,INC,PV,SF+EMPS,600000,2020,8,14,2020,8,14,2020,8,14,10,11,14,33.17,8.41,SO,
HAMMAM N'BAIL,HAMMAM N'BAILS,BOUAICHOUNE,,,2020-08-14 00:00:00,1899-12-31 12:36:00,2020-08-14 00:00:00,1899-12-31 12:45:00,2020-08-14 00:00:00,1899-12-31 15:40:00,CV,5,0,0,5,INC,BM,SF+PC,2000000,2020,8,14,2020,8,14,2020,8,14,12,12,15,33.17,8.41,SO,
BOUCHEGOUF,MEDJEZ SFA,EL MERIDJ,,,2020-08-14 00:00:00,1899-12-31 13:45:00,2020-08-14 00:00:00,1899-12-31 13:55:00,2020-08-15 00:00:00,1899-12-31 09:00:00,EUC,1,0,0,1,INC,BM,SF+PC+ANP+DW+EMPS+EAPC+POP+VOL,400000,2020,8,14,2020,8,14,2020,8,15,13,13,9,33.17,8.41,SO,
HELIOPOLIS,BOUATI MAHMOUD,MECHTAT GUERARA,,,2020-08-14 00:00:00,1899-12-31 20:00:00,2020-08-14 00:00:00,1899-12-31 20:10:00,2020-08-15 00:00:00,1899-12-31 08:00:00,CL,87,1.5,0,88.5,INC,BM,SF+PC,35100000,2020,8,14,2020,8,14,2020,8,15,20,20,8,33.17,8.41,SO,
BOUCHEGOUF,MEDJEZ SFA,BOUZID,,,2020-08-15 00:00:00,1899-12-31 09:30:00,2020-08-15 00:00:00,1899-12-31 09:40:00,2020-08-15 00:00:00,1899-12-31 15:50:00,CL,0.25,0,0,0.25,INC,BM,SF+PC,100000,2020,8,15,2020,8,15,2020,8,15,9,9,15,32.55,8.9,SO,
